LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,AVG_BILL_AMT,AVG_PAY_AMT,MAX_BILL_AMT,MAX_PAY_AMT,CREDIT_UTILIZATION,TOTAL_PAYMENT,TOTAL_BILL,PAYMENT_TO_BILL_RATIO,AVG_PAYMENT_STATUS,NUM_DELAYED_PAYMENTS,AGE_GROUP
120000,1,1,1,35,1,2,2,2,2,2,114127,117131,114496,120538,115975,116937,7000,1500,9975,0,8000,0,1,116534.0,4412.5,120538,9975,0.9711166666666666,26475,699204,0.037864485901110405,1.8333333333333333,6,26-35
200000,2,1,1,39,0,0,0,0,0,0,193162,191772,174199,173102,152178,129082,7294,5443,6000,5500,5000,5000,0,168915.83333333334,5706.166666666667,193162,7294,0.8445791666666668,34237,1013495,0.03378112373519356,0.0,0,36-50
500000,1,1,2,31,1,-2,-1,0,0,0,0,0,399,35528,10389,0,0,399,35129,0,0,1307,0,7719.333333333333,6139.166666666667,35528,35129,0.015438666666666667,36835,46316,0.7952975213749028,-0.3333333333333333,1,26-35
120000,2,2,1,36,2,2,0,0,2,2,117922,114621,115581,118481,116444,117283,0,4400,9000,0,9000,4400,1,116722.0,4466.666666666667,118481,9000,0.9726833333333333,26800,700332,0.038267564526538844,1.3333333333333333,4,36-50
500000,1,1,2,28,-2,-2,-2,-1,2,-1,17155,0,0,1116,969,6745,0,0,1116,3,6745,5003,0,4330.833333333333,2144.5,17155,6745,0.008661666666666666,12867,25985,0.49517029055224165,-1.0,1,26-35
50000,2,3,2,23,0,0,0,0,0,0,47333,11354,12367,12612,12875,13131,1193,1206,451,466,469,638,0,18278.666666666668,737.1666666666666,47333,1206,0.36557333333333336,4423,109672,0.040329345685316216,0.0,0,18-25
30000,2,3,2,51,0,0,0,0,-1,-1,17261,20543,18180,7200,18183,8975,5000,8180,2200,18183,8975,3000,0,15057.0,7589.666666666667,20543,18183,0.5019,45538,90342,0.5040623408824245,-0.3333333333333333,0,51+
240000,1,1,1,35,-2,-2,-2,-2,-2,-2,2007,21790,17102,13367,22659,22707,21817,1120,13434,22772,22820,8050,0,16605.333333333332,15002.166666666666,22707,22820,0.06918888888888888,90013,99632,0.90345471334511,-2.0,0,26-35
170000,2,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,-1.5,1,36-50
80000,1,1,2,26,1,1,-2,-2,-2,-2,74384,0,0,0,0,0,5000,0,0,0,0,0,0,12397.333333333334,833.3333333333334,74384,5000,0.15496666666666667,5000,74384,0.06721875672187567,-1.0,2,26-35
360000,1,1,2,29,-1,-1,-1,-2,-1,0,2273,1170,0,0,7972,8275,1175,0,0,7972,435,2947,0,3281.6666666666665,2088.1666666666665,8275,7972,0.00911574074074074,12529,19690,0.6363128491620111,-1.0,0,26-35
50000,2,2,2,24,2,0,0,2,2,2,20632,21994,23914,23231,24851,24301,1700,2600,0,2000,0,2200,1,23153.833333333332,1416.6666666666667,24851,2600,0.46307666666666664,8500,138923,0.061184972970638414,1.3333333333333333,4,18-25
70000,2,2,1,27,2,0,0,0,0,0,76062,73367,70935,52943,50971,50681,3000,3500,5450,5900,3100,2650,1,62493.166666666664,3933.3333333333335,76062,5900,0.8927595238095237,23600,374959,0.06294021479681779,0.3333333333333333,1,26-35
250000,2,2,1,29,2,2,2,0,0,2,128413,124320,108995,84196,95286,93613,5300,0,3100,12500,0,2100,1,105803.83333333333,3833.3333333333335,128413,12500,0.42321533333333333,23000,634823,0.03623057135611028,1.3333333333333333,4,26-35
150000,2,1,1,39,1,2,2,2,2,2,80762,77506,75239,71245,69214,24036,0,3700,0,2000,0,2000,1,66333.66666666667,1283.3333333333333,80762,3700,0.4422244444444445,7700,398002,0.01934663644906307,1.8333333333333333,6,36-50
100000,2,2,1,41,-2,-2,-2,-1,-1,-2,390,390,0,944,0,0,780,0,944,0,0,0,0,287.3333333333333,287.3333333333333,944,944,0.002873333333333333,1724,1724,1.0,-1.6666666666666667,0,36-50
360000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,-2.0,0,26-35
30000,2,3,1,47,-2,-2,-2,-2,-2,-2,6911,10507,4785,4567,11762,4209,10523,4790,4736,55762,4209,22815,0,7123.5,17139.166666666668,11762,55762,0.23745,102835,42741,2.4060036030977283,-2.0,0,36-50
490000,1,1,1,29,-1,-1,-1,-1,0,-1,115,109,1375,230,115,113,109,1381,230,0,113,0,1,342.8333333333333,305.5,1375,1381,0.0006996598639455782,1833,2057,0.8911035488575596,-0.8333333333333334,0,26-35
180000,2,2,1,60,2,2,2,0,0,0,178854,177159,177477,176197,170173,139649,2600,5022,5000,6000,7000,6000,1,169918.16666666666,5270.333333333333,178854,7000,0.9439898148148148,31622,1019509,0.031016891464420618,1.0,3,51+
420000,2,1,1,36,-1,-1,-1,-1,-1,-1,0,1493,0,11511,14916,15564,0,0,11511,14916,15564,11339,0,7247.333333333333,8888.333333333334,15564,15564,0.017255555555555555,53330,43484,1.2264281114892834,-1.0,0,36-50
20000,1,1,2,33,2,0,0,-2,-2,-2,16339,20650,0,0,0,0,5000,0,0,0,0,0,1,6164.833333333333,833.3333333333334,20650,5000,0.30824166666666664,5000,36989,0.13517532239314392,-0.6666666666666666,1,26-35
480000,1,1,1,47,0,0,0,0,0,0,69046,70490,71931,73362,74897,76461,2548,2602,2618,2709,2800,6098,0,72697.83333333333,3229.1666666666665,76461,6098,0.15145381944444444,19375,436187,0.044419022116660975,0.0,0,36-50
350000,1,1,2,27,1,-2,-2,-2,-1,-1,21872,68309,162651,13514,36306,14974,137308,164395,49,36491,15049,14158,0,52937.666666666664,61241.666666666664,162651,164395,0.15125047619047619,367450,317626,1.1568637328178424,-1.1666666666666667,1,26-35
360000,1,2,1,57,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0.0,-1.5,1,51+
240000,2,1,2,27,-2,-2,-2,-2,-2,-2,3293,9051,2804,3958,12157,3874,9079,2804,3958,12157,3874,937,0,5856.166666666667,5468.166666666667,12157,12157,0.024400694444444447,32809,35137,0.9337450550701539,-2.0,0,26-35
280000,2,1,2,30,-1,-1,-1,-1,-1,-1,29989,168,1206,300,460,861,168,1206,300,460,861,7595,1,5497.333333333333,1765.0,29989,7595,0.019633333333333332,10590,32984,0.3210647586708707,-1.0,0,26-35
150000,2,2,1,39,0,0,0,0,0,0,32891,30930,28901,27587,25531,26586,5000,1650,2000,2000,3000,2000,0,28737.666666666668,2608.3333333333335,32891,5000,0.19158444444444445,15650,172426,0.09076357393896513,0.0,0,36-50
320000,1,2,2,30,0,0,0,0,0,0,29668,30282,30737,26875,26318,25880,1353,1224,739,742,751,703,0,28293.333333333332,918.6666666666666,30737,1353,0.08841666666666666,5512,169760,0.0324693685202639,0.0,0,26-35
20000,2,2,2,22,-1,-1,2,0,0,-1,631,1170,780,390,0,780,1800,0,0,0,2000,0,1,625.1666666666666,633.3333333333334,1170,2000,0.03125833333333333,3800,3751,1.0130631831511596,-0.16666666666666666,1,18-25
50000,2,3,1,36,0,0,0,0,0,2,45260,46605,47317,48259,50245,50265,2075,1787,1729,2765,1000,2000,1,47991.833333333336,1892.6666666666667,50265,2765,0.9598366666666667,11356,287951,0.0394372653680661,0.3333333333333333,1,36-50
280000,1,1,2,33,0,0,0,0,0,0,275487,207378,107293,6283,5783,5283,8879,4743,1640,0,0,0,0,101251.16666666667,2543.6666666666665,275487,8879,0.36161130952380954,15262,607507,0.02512234426928414,0.0,0,26-35
450000,2,2,1,53,-2,-2,-2,-2,-2,-2,2542,2545,1158,1103,110,187,2557,1273,1109,0,187,2014,0,1274.1666666666667,1190.0,2545,2557,0.0028314814814814817,7140,7645,0.933943754087639,-2.0,0,51+
260000,2,1,2,53,0,0,0,0,0,0,235073,235704,198181,143561,110982,72514,30000,10087,6030,5001,10002,148,0,166002.5,10211.333333333334,235704,30000,0.6384711538461538,61268,996015,0.061513129822342034,0.0,0,51+
500000,1,1,1,56,0,0,0,0,0,0,87161,89009,92651,93725,95517,97581,3248,5140,3510,3461,3646,3770,0,92607.33333333333,3795.8333333333335,97581,5140,0.18521466666666667,22775,555644,0.04098847463483813,0.0,0,51+
470000,1,1,2,35,0,0,0,0,0,0,393780,371511,318025,248281,254175,256613,15107,13111,10000,10014,9598,10044,0,307064.1666666667,11312.333333333334,393780,15107,0.6533280141843972,67874,1842385,0.03684029125291402,0.0,0,26-35
150000,2,2,2,23,0,0,-1,0,0,-2,15952,29836,1860,1535,0,0,20039,1860,0,0,0,0,0,8197.166666666666,3649.8333333333335,29836,20039,0.054647777777777774,21899,49183,0.44525547445255476,-0.5,0,18-25
100000,2,3,1,46,0,0,2,2,2,2,91983,100538,101670,98047,101891,98173,11000,3700,0,7500,0,3800,0,98717.0,4333.333333333333,101891,11000,0.98717,26000,592302,0.04389652575881898,1.3333333333333333,4,36-50
100000,1,1,2,38,1,2,2,2,2,2,24796,27085,26352,33871,33192,35637,3000,0,8000,0,3000,0,0,30155.5,2333.3333333333335,35637,8000,0.301555,14000,180933,0.07737670850535834,1.8333333333333333,6,36-50
220000,1,2,2,39,-1,-1,0,0,0,0,3553,15696,17257,21624,26246,30781,15696,5000,5000,5000,5000,5000,0,19192.833333333332,6782.666666666667,30781,15696,0.0872401515151515,40696,115157,0.35339579877905813,-0.3333333333333333,0,36-50
300000,2,1,2,37,1,2,0,0,0,0,34085,29305,25945,22318,18636,15374,0,1380,753,630,1000,500,0,24277.166666666668,710.5,34085,1380,0.08092388888888889,4263,145663,0.029266182901629103,0.5,2,36-50
230000,2,1,2,31,-2,-2,-2,-1,-1,-1,0,0,196,533,1238,957,0,196,533,1238,957,1187,0,487.3333333333333,685.1666666666666,1238,1238,0.0021188405797101448,4111,2924,1.405950752393981,-1.5,0,26-35
300000,2,3,2,39,1,-2,-1,-1,-1,-1,-3928,-5973,4735,6186,116,14429,1720,344467,6822,49,15000,12000,1,2594.1666666666665,63343.0,14429,344467,0.008647222222222221,380058,15565,24.4174751044009,-0.8333333333333334,1,36-50
50000,1,3,2,48,0,0,0,0,0,-1,79681,79989,76394,24873,-2132,28561,3200,2581,1200,2070,31500,1200,0,47894.333333333336,6958.5,79989,31500,0.9578866666666667,41751,287366,0.1452885866804006,-0.16666666666666666,0,36-50
170000,1,3,1,47,-2,-2,-2,-2,-2,-2,1521,0,0,0,0,0,0,0,0,0,0,0,0,253.5,0.0,1521,0,0.0014911764705882354,0,1521,0.0,-2.0,0,36-50
460000,1,1,1,41,-1,-1,-1,-1,-1,-1,5383,40004,0,650,0,2232,40134,0,650,0,2232,3208,1,8044.833333333333,7704.0,40004,40134,0.01748876811594203,46224,48269,0.957633263585324,-1.0,0,36-50
30000,2,1,2,34,1,2,2,2,2,2,24022,24744,24053,25624,25977,25413,1396,0,1967,903,0,1100,1,24972.166666666668,894.3333333333334,25977,1967,0.8324055555555556,5366,149833,0.035813205368643755,1.8333333333333333,6,26-35
30000,2,1,2,24,-1,-1,-1,-1,2,2,165,165,165,323,158,-1027,165,165,323,0,0,5527,1,-8.5,1030.0,323,5527,-0.00028333333333333335,6180,-51,-121.17647058823529,0.0,2,18-25
20000,1,2,1,42,0,0,0,0,0,0,21431,19745,19943,19235,19245,13670,1386,1189,570,589,600,200,1,18878.166666666668,755.6666666666666,21431,1386,0.9439083333333333,4534,113269,0.04002860447253882,0.0,0,36-50
220000,1,3,1,44,-1,-1,-1,-1,-1,0,380,380,380,380,56663,57436,380,380,380,56663,2000,2000,0,19269.833333333332,10300.5,57436,56663,0.08759015151515151,61803,115619,0.5345401707331839,-0.8333333333333334,0,36-50
70000,2,1,1,62,0,0,0,0,0,0,69926,69474,60975,38546,37843,38632,4000,3000,1341,1359,1403,1352,0,52566.0,2075.8333333333335,69926,4000,0.7509428571428571,12455,315396,0.03949003792058238,0.0,0,51+
330000,2,2,2,40,2,2,0,0,0,0,131096,127564,130167,132754,135691,139646,0,4725,4752,5077,6366,8550,0,132819.66666666666,4911.666666666667,139646,8550,0.40248383838383833,29470,796918,0.03697996531638136,0.6666666666666666,2,36-50
370000,1,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0.0,-1.5,1,36-50
230000,1,1,2,28,-2,-1,-1,-1,-1,-1,23855,18298,1741,16594,18261,18333,18309,1741,33188,20000,19000,19319,0,16180.333333333334,18592.833333333332,23855,33188,0.07034927536231884,111557,97082,1.1491007601821142,-1.1666666666666667,0,26-35
50000,1,3,1,49,0,0,0,0,0,-1,40281,9630,10614,10478,10490,390,1173,1157,411,608,690,780,0,13647.166666666666,803.1666666666666,40281,1173,0.2729433333333333,4819,81883,0.058852264816872855,-0.16666666666666666,0,36-50
360000,1,2,2,31,0,0,0,0,0,0,281600,281178,265549,244053,239088,193401,14128,11208,6554,7248,7122,6144,1,250811.5,8734.0,281600,14128,0.6966986111111111,52404,1504869,0.03482296465672427,0.0,0,26-35
390000,2,2,2,37,0,0,0,0,0,0,324452,309369,269703,266017,271657,245958,13106,10111,10005,11000,9007,9000,0,281192.6666666667,10371.5,324452,13106,0.7210068376068377,62229,1687156,0.036883963308668555,0.0,0,36-50
360000,2,2,3,42,0,0,0,0,0,0,429169,278515,259097,259999,265746,259299,16629,9519,9367,10001,9513,9973,0,291970.8333333333,10833.666666666666,429169,16629,0.8110300925925925,65002,1751825,0.03710530446819745,0.0,0,36-50
30000,2,2,1,27,0,0,2,2,0,0,10011,12830,13225,12718,12829,13083,3000,901,0,465,467,485,1,12449.333333333334,886.3333333333334,13225,3000,0.4149777777777778,5318,74696,0.07119524472528649,0.6666666666666666,2,26-35
500000,1,1,1,33,1,-2,-2,-2,-1,0,2907,-110,-110,-310,82690,84529,9,0,0,83000,3000,4561,0,28266.0,15095.0,84529,83000,0.056532,90570,169596,0.5340338215523951,-1.0,1,26-35
120000,2,3,2,32,0,0,0,0,0,0,67876,69903,71446,79589,81354,83044,3120,3300,10000,3200,3200,10000,0,75535.33333333333,5470.0,83044,10000,0.629461111111111,32820,453212,0.07241644087093899,0.0,0,26-35
360000,1,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0.0,-2.0,0,26-35
20000,2,2,1,27,0,0,0,0,0,0,19961,16437,16579,17437,18314,19616,1500,2579,1437,1314,1616,800,0,18057.333333333332,1541.0,19961,2579,0.9028666666666666,9246,108344,0.08533928966994019,0.0,0,26-35
50000,2,2,1,48,0,-1,-1,0,-1,-1,5994,1478,2946,1473,1473,1473,1478,4419,0,1473,1473,1473,0,2472.8333333333335,1719.3333333333333,5994,4419,0.04945666666666667,10316,14837,0.6952888050144908,-0.6666666666666666,0,36-50
230000,2,1,2,27,1,-1,-1,-1,-1,-2,0,1988,19690,25681,0,0,1988,19878,25681,0,0,0,0,7893.166666666667,7924.5,25681,25681,0.034318115942028986,47547,47359,1.003969678413818,-0.8333333333333334,1,26-35
160000,2,1,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,-1.5,1,36-50
110000,2,1,1,32,2,2,0,0,2,2,114430,108202,108657,108668,103867,111842,0,6000,8200,0,9956,4000,1,109277.66666666667,4692.666666666667,114430,9956,0.9934333333333334,28156,655666,0.04294259577284776,1.3333333333333333,4,26-35
50000,1,2,2,25,2,2,2,3,2,0,32233,31440,33489,18968,15611,19304,0,3041,0,3,5700,700,0,25174.166666666668,1574.0,33489,5700,0.5034833333333334,9444,151045,0.06252441325432818,1.8333333333333333,5,18-25
30000,1,3,2,28,2,2,2,0,0,0,22323,25961,25141,22272,22844,19436,4000,9,1000,1013,1300,10000,1,22996.166666666668,2887.0,25961,10000,0.7665388888888889,17322,137977,0.12554266290758603,1.0,3,26-35
50000,1,2,2,35,0,0,0,0,0,-1,57570,54383,49966,7825,3753,34287,2460,1140,226,555,35190,1203,1,34630.666666666664,6795.666666666667,57570,35190,0.6926133333333333,40774,207784,0.19623262618873447,-0.16666666666666666,0,26-35
240000,2,3,1,37,-2,-2,-1,-1,-2,-1,-3,-3,1130,3525,0,2116,0,1133,3525,0,2116,7442,0,1127.5,2369.3333333333335,3525,7442,0.004697916666666667,14216,6765,2.1014042867701406,-1.5,0,36-50
90000,1,3,2,29,0,0,0,0,0,0,83683,65192,46273,46979,48139,44432,4000,3000,1700,2000,1591,2647,0,55783.0,2489.6666666666665,83683,4000,0.6198111111111111,14938,334698,0.044631279541556865,0.0,0,26-35
150000,2,1,1,29,-1,-1,-1,-1,-1,0,598,3188,33850,4625,1035,520,3188,33850,4625,1035,0,0,1,7302.666666666667,7116.333333333333,33850,33850,0.04868444444444445,42698,43816,0.9744842066824904,-0.8333333333333334,0,26-35
100000,2,2,1,35,3,3,2,2,0,0,61089,59556,60486,58296,33247,34118,0,2525,0,1206,1423,3400,1,51132.0,1425.6666666666667,61089,3400,0.51132,8554,306792,0.027882082974784218,1.6666666666666667,4,26-35
70000,2,1,2,24,2,2,2,0,0,0,26410,31128,24486,21879,13127,14149,5190,42,3000,3000,1400,2000,1,21863.166666666668,2438.6666666666665,31128,5190,0.3123309523809524,14632,131179,0.11154224380426746,1.0,3,18-25
430000,2,2,2,27,-2,-2,-2,-2,-2,-2,263,263,4119,4390,20952,15562,1764,4120,535,20990,2506,500,1,7591.5,5069.166666666667,20952,20990,0.017654651162790698,30415,45549,0.6677424312279084,-2.0,0,26-35
150000,1,1,2,31,0,-1,-1,0,0,0,64378,14054,140230,98674,107664,111561,14127,140951,10000,10000,5219,50005,0,89426.83333333333,38383.666666666664,140230,140951,0.5961788888888888,230302,536561,0.4292186722478898,-0.3333333333333333,0,26-35
50000,1,1,2,48,0,0,-1,0,0,0,53540,53321,49263,29063,26644,27201,1066,50045,992,1000,1000,1008,0,39838.666666666664,9185.166666666666,53540,50045,0.7967733333333333,55111,239032,0.23055908832290237,-0.16666666666666666,0,36-50
200000,1,1,2,33,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,1,-18.0,0.0,-18,0,-9e-05,0,-108,-0.0,-2.0,0,26-35
150000,2,2,1,28,0,0,0,0,0,0,19946,18646,13086,13086,3555,0,2000,1500,1500,1000,0,0,0,11386.5,1000.0,19946,2000,0.07591,6000,68319,0.08782329952136302,0.0,0,26-35
50000,1,2,2,25,0,0,0,0,0,0,5832,33559,32774,23113,19852,17308,30074,1800,1000,700,1000,1000,0,22073.0,5929.0,33559,30074,0.44146,35574,132438,0.2686087074706655,0.0,0,18-25
300000,1,1,2,31,0,0,-1,0,-1,-1,16772,943,38450,29925,33769,21020,934,38500,29700,33769,21020,5418,0,23479.833333333332,21556.833333333332,38450,38500,0.0782661111111111,129341,140879,0.9180999297269288,-0.5,0,26-35
50000,2,2,1,44,0,0,0,0,0,0,45578,41906,35703,22360,23659,27421,3016,5003,3000,3000,5000,924,0,32771.166666666664,3323.8333333333335,45578,5003,0.6554233333333332,19943,196627,0.10142554176181298,0.0,0,36-50
30000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0.0,-1.5,1,26-35
380000,1,1,1,53,1,-1,-1,-1,-1,-1,0,767,4090,9471,1993,1164,767,4090,9476,1993,1164,3514,0,2914.1666666666665,3500.6666666666665,9471,9476,0.007668859649122807,21004,17485,1.2012582213325709,-0.6666666666666666,1,51+
70000,2,1,1,45,1,2,2,0,0,0,69794,70756,65348,58253,35943,27930,3000,0,3000,5943,10000,2249,0,54670.666666666664,4032.0,70756,10000,0.7810095238095238,24192,328024,0.0737507011682072,0.8333333333333334,3,36-50
360000,1,2,2,28,0,0,-1,0,0,0,19390,22726,12148,12885,12994,15320,7113,12163,3787,714,5369,10026,0,15910.5,6528.666666666667,22726,12163,0.04419583333333333,39172,95463,0.41033698920000417,-0.16666666666666666,0,26-35
50000,1,2,2,41,0,0,0,0,0,0,41993,43163,36546,6421,5263,-12,1942,1725,1000,400,0,0,0,22229.0,844.5,43163,1942,0.44458,5067,133374,0.037990912771604664,0.0,0,36-50
20000,2,1,2,30,1,2,2,-1,0,-1,11730,7221,0,3041,3041,1326,1712,0,3041,0,1326,0,0,4393.166666666667,1013.1666666666666,11730,3041,0.21965833333333334,6079,26359,0.23062331651428356,0.5,3,26-35
80000,2,2,2,27,0,0,0,0,0,0,80088,81371,79183,64862,58651,55230,4791,2418,2118,2066,2150,3000,0,69897.5,2757.1666666666665,81371,4791,0.87371875,16543,419385,0.039445855240411554,0.0,0,26-35
30000,1,2,1,49,0,0,2,2,0,0,12855,16012,16453,15891,16224,16710,3690,1000,0,589,756,1500,0,15690.833333333334,1255.8333333333333,16710,3690,0.5230277777777778,7535,94145,0.08003611450422221,0.6666666666666666,2,36-50
50000,2,3,2,55,0,0,0,0,0,0,51682,37869,27114,29625,32788,28668,3960,7232,11000,15788,13668,4490,0,34624.333333333336,9356.333333333334,51682,15788,0.6924866666666667,56138,207746,0.2702242161100575,0.0,0,51+
30000,2,3,1,37,0,0,0,0,0,0,26411,27578,29312,29680,29689,31050,1898,2632,1000,1176,830,0,0,28953.333333333332,1256.0,31050,2632,0.965111111111111,7536,173720,0.04338015196868524,0.0,0,36-50
260000,1,1,1,38,-1,-1,-1,-1,-1,-1,10448,1199,6675,1175,888,4186,1211,6818,1180,892,4207,6175,1,4095.1666666666665,3413.8333333333335,10448,6818,0.015750641025641027,20483,24571,0.8336250050872981,-1.0,0,36-50
210000,2,2,1,39,-1,-1,-1,-1,-2,-1,44100,0,28428,0,0,12000,0,28428,0,0,12000,33664,0,14088.0,12348.666666666666,44100,33664,0.06708571428571429,74092,84528,0.8765379519212568,-1.1666666666666667,0,36-50
200000,2,1,2,29,0,0,0,0,0,0,7523,8445,9090,3270,774,0,3000,1000,0,700,0,0,0,4850.333333333333,783.3333333333334,9090,3000,0.024251666666666664,4700,29102,0.1615009277712872,0.0,0,26-35
50000,1,1,1,56,-1,0,0,0,0,0,5433,12906,7044,6787,6534,6277,1117,1098,231,234,238,175,1,7496.833333333333,515.5,12906,1117,0.14993666666666666,3093,44981,0.06876236633245147,-0.16666666666666666,0,51+
490000,1,3,1,28,0,0,0,0,0,0,108157,107692,108590,109389,110491,111158,4056,3993,3831,4111,3939,4001,0,109246.16666666667,3988.5,111158,4111,0.22295136054421769,23931,655477,0.03650929018104373,0.0,0,26-35
170000,1,1,1,45,-1,-1,-1,-1,-1,-1,3479,570,0,1546,4981,4769,570,0,1546,4981,4769,6452,0,2557.5,3053.0,4981,6452,0.015044117647058824,18318,15345,1.1937438905180842,-1.0,0,36-50
500000,1,1,2,29,-1,0,0,0,0,0,15732,15760,18426,19200,3817,4817,3000,3000,2000,1000,2000,1885,0,12958.666666666666,2147.5,19200,3000,0.02591733333333333,12885,77752,0.16571920979524643,-0.16666666666666666,0,26-35
220000,1,2,1,46,2,0,0,0,0,0,157646,159833,160032,162303,164700,166756,5800,5759,5938,6200,6009,6044,0,161878.33333333334,5958.333333333333,166756,6200,0.7358106060606061,35750,971270,0.03680747886787402,0.3333333333333333,1,36-50
150000,2,1,2,30,0,0,0,0,0,0,141330,133582,125026,108358,110070,111654,8000,8000,5000,5000,5000,5000,0,121670.0,6000.0,141330,8000,0.8111333333333334,36000,730020,0.04931371743239911,0.0,0,26-35
50000,2,2,1,34,2,2,2,2,2,2,44654,45650,46320,45290,48322,49094,2000,1700,0,3760,1700,0,0,46555.0,1526.6666666666667,49094,3760,0.9311,9160,279330,0.032792754090144274,2.0,6,26-35
50000,1,2,1,52,0,0,0,0,0,0,46436,41290,40251,15273,14229,15001,2300,2000,1000,1000,1000,1000,0,28746.666666666668,1383.3333333333333,46436,2300,0.5749333333333334,8300,172480,0.04812152133580705,0.0,0,51+
100000,2,1,2,26,0,0,0,0,0,0,91857,78797,70936,68104,68055,68084,3572,2600,5600,2600,2600,2510,0,74305.5,3247.0,91857,5600,0.743055,19482,445833,0.04369797659661802,0.0,0,26-35
310000,2,2,2,25,0,0,0,0,0,0,28598,22017,14605,15125,18048,16607,8820,1576,1000,3100,2000,1000,0,19166.666666666668,2916.0,28598,8820,0.06182795698924731,17496,115000,0.1521391304347826,0.0,0,18-25
510000,2,1,1,35,0,0,0,0,0,0,62382,55076,113654,104449,95937,96634,5000,70000,3500,4000,3500,5000,0,88022.0,15166.666666666666,113654,70000,0.1725921568627451,91000,528132,0.17230540849636075,0.0,0,26-35
200000,1,2,1,41,1,2,2,2,2,-1,11201,1383,976,1126,563,413,980,0,563,0,413,2513,0,2610.3333333333335,744.8333333333334,11201,2513,0.013051666666666668,4469,15662,0.28534031413612565,1.3333333333333333,5,36-50
50000,1,3,1,43,0,0,2,0,0,0,7978,11396,8900,8565,8590,19894,3887,0,453,312,1500,500,0,10887.166666666666,1108.6666666666667,19894,3887,0.21774333333333332,6652,65323,0.10183243268067908,0.3333333333333333,1,36-50
300000,2,1,2,38,1,3,2,0,0,-1,10361,9692,3772,1919,316,2360,0,3,0,0,2360,0,0,4736.666666666667,393.8333333333333,10361,2360,0.01578888888888889,2363,28420,0.08314567206192822,0.8333333333333334,3,36-50
450000,2,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,-1.5,1,36-50
30000,1,2,2,27,-1,-1,-1,-1,-1,-1,3902,1950,890,0,750,0,1950,2390,0,750,0,1280,0,1248.6666666666667,1061.6666666666667,3902,2390,0.04162222222222223,6370,7492,0.8502402562733582,-1.0,0,26-35
60000,2,1,2,27,-1,-1,-1,-1,-1,2,836,836,390,150,1320,780,836,390,150,1560,0,0,0,718.6666666666666,489.3333333333333,1320,1560,0.011977777777777776,2936,4312,0.6808905380333952,-0.5,1,26-35
140000,2,2,2,23,2,0,0,0,0,0,25621,26805,27763,28342,29123,29930,1600,1500,1000,1200,1250,1200,1,27930.666666666668,1291.6666666666667,29930,1600,0.1995047619047619,7750,167584,0.04624546496085545,0.3333333333333333,1,18-25
50000,2,2,2,32,0,0,0,0,0,0,36211,28530,20084,18088,18476,20168,1709,2004,7497,671,2000,6100,0,23592.833333333332,3330.1666666666665,36211,7497,0.47185666666666665,19981,141557,0.14115162090182753,0.0,0,26-35
90000,2,3,2,28,0,0,0,0,0,2,86493,86960,87187,86669,90391,87207,4200,4000,3200,6700,0,4000,0,87484.5,3683.3333333333335,90391,6700,0.97205,22100,524907,0.04210269628715182,0.3333333333333333,1,26-35
190000,2,2,1,34,0,0,2,0,0,2,138628,156232,152251,153820,163265,166627,21440,0,5600,11950,6200,0,0,155137.16666666666,7531.666666666667,166627,21440,0.8165114035087718,45190,930823,0.048548435094534624,0.6666666666666666,2,26-35
150000,2,1,2,29,0,0,0,0,0,0,147331,146999,146277,147946,145846,143531,6740,6850,5664,5660,5480,5310,0,146321.66666666666,5950.666666666667,147946,6850,0.9754777777777777,35704,877930,0.04066839041837048,0.0,0,26-35
390000,2,2,2,28,-1,-1,-1,-1,0,-1,19081,1170,6512,14122,7894,3927,1170,6512,14122,0,3927,200,0,8784.333333333334,4321.833333333333,19081,14122,0.022523931623931626,25931,52706,0.4919933214434789,-0.8333333333333334,0,26-35
